signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
3-6-0-3-9-0,3,6.0,0.0,3,9,0,29,18,2,50,0.16,0.05184592558726288,39.26
1-9-9-4-9-0,1,9.0,9.0,4,9,0,12,10,1,50,0.16,0.05184592558726288,35.94
3-13-5-2-28-3,3,13.0,5.0,2,28,3,48,33,1,50,0.16,0.05184592558726288,40.8
1-3-3-3-3-0,1,3.0,3.0,3,3,0,30,30,3,50,0.14,0.04907137658554119,38.28
3-13-0-2-21-3,3,13.0,0.0,2,21,3,42,37,1,50,0.14,0.04907137658554119,40.48
3-9-5-2-20-3,3,9.0,5.0,2,20,3,56,33,1,50,0.14,0.04907137658554119,39.6
3-11-2-3-18-0,3,11.0,2.0,3,18,0,17,4,1,50,0.14,0.04907137658554119,39.4
2-11-3-2-14-0,2,11.0,3.0,2,14,0,11,8,1,50,0.14,0.04907137658554119,37.9
2-6-0-4-6-0,2,6.0,0.0,4,6,0,33,22,1,50,0.14,0.04907137658554119,37.66
2-13-9-3-22-3,2,13.0,9.0,3,22,3,52,47,1,50,0.12,0.04595650117230423,37.52
2-14-3-3-17-3,2,14.0,3.0,3,17,3,36,33,1,50,0.1,0.042426406871192854,38.54
0--1--1-3-0-1,0,,,3,0,1,35,35,1,50,0.1,0.042426406871192854,36.32
3-7-4-2-16-3,3,7.0,4.0,2,16,3,53,37,1,50,0.08,0.03836665218650176,32.94
3-9-0-2-15-3,3,9.0,0.0,2,15,3,46,33,1,50,0.08,0.03836665218650176,33.98
2-12-8-2-20-3,2,12.0,8.0,2,20,3,48,43,1,50,0.08,0.03836665218650176,31.5
3-6-3-3-14-3,3,6.0,3.0,3,14,3,58,37,1,50,0.06,0.03358571124749333,35.98
2-10-9-2-19-3,2,10.0,9.0,2,19,3,37,33,1,50,0.06,0.03358571124749333,26.06
2-10-7-3-17-3,2,10.0,7.0,3,17,3,41,37,1,50,0.06,0.03358571124749333,31.62
2-13-4-3-17-3,2,13.0,4.0,3,17,3,50,43,1,50,0.06,0.03358571124749333,37.98
2-7-3-3-10-3,2,7.0,3.0,3,10,3,39,37,1,50,0.04,0.027712812921102035,26.86
2-12-7-3-19-3,2,12.0,7.0,3,19,3,52,47,1,50,0.04,0.027712812921102035,33.76
1-14-14-3-14-3,1,14.0,14.0,3,14,3,60,57,1,50,0.04,0.027712812921102035,36.16
2-14-4-3-18-3,2,14.0,4.0,3,18,3,54,47,1,50,0.04,0.027712812921102035,39.0
3-9-2-3-15-3,3,9.0,2.0,3,15,3,39,33,1,50,0.04,0.027712812921102035,34.08
2-13-7-3-20-3,2,13.0,7.0,3,20,3,48,43,1,50,0.04,0.027712812921102035,39.18
2-9-7-3-16-3,2,9.0,7.0,3,16,3,41,37,1,50,0.04,0.027712812921102035,31.72
2-8-2-3-10-3,2,8.0,2.0,3,10,3,35,33,1,50,0.04,0.027712812921102035,28.54
1-3-3-3-3-3,1,3.0,3.0,3,3,3,43,43,1,50,0.02,0.01979898987322333,19.1
2-12-4-3-16-3,2,12.0,4.0,3,16,3,50,43,1,50,0.02,0.01979898987322333,31.22
2-10-4-3-14-3,2,10.0,4.0,3,14,3,43,37,1,50,0.02,0.01979898987322333,27.86
1-13-13-4-13-3,1,13.0,13.0,4,13,3,50,47,1,50,0.02,0.01979898987322333,32.8
5-14-5-2-46-1,5,14.0,5.0,2,46,1,40,11,4,1,0.0,0.0,0.0
3-13-0-2-20-1,3,13.0,,2,20,1,30,25,1,1,0.0,0.0,0.0
2-6-2-3-8-0,2,6.0,2.0,3,8,0,35,24,3,1,0.0,0.0,0.0
3-14-2-3-19-1,3,14.0,2.0,3,19,1,38,35,2,1,0.0,0.0,0.0
3-8-4-3-19-1,3,8.0,4.0,3,19,1,23,15,3,1,0.0,0.0,0.0
3-13-6-2-29-0,3,13.0,6.0,2,29,0,20,4,1,1,0.0,0.0,0.0
4-12-2-2-30-0,4,12.0,2.0,2,30,0,46,30,1,1,0.0,0.0,0.0
4-14-2-2-34-1,4,14.0,2.0,2,34,1,22,15,2,1,0.0,0.0,0.0
3-13-11-2-36-0,3,13.0,11.0,2,36,0,19,10,3,1,0.0,0.0,0.0
3-12-8-2-31-1,3,12.0,8.0,2,31,1,49,41,1,1,0.0,0.0,0.0
5-14-2-3-32-1,5,14.0,2.0,3,32,1,20,11,1,1,0.0,0.0,0.0
3-6-2-3-12-0,3,6.0,2.0,3,12,0,29,14,1,1,0.0,0.0,0.0
5-13-2-2-45-0,5,13.0,2.0,2,45,0,30,20,1,1,0.0,0.0,0.0
2-9-8-3-17-1,2,9.0,8.0,3,17,1,25,21,4,1,0.0,0.0,0.0
2-14-7-3-21-1,2,14.0,7.0,3,21,1,44,39,5,1,0.0,0.0,0.0
3-14-3-2-21-2,3,14.0,3.0,2,21,2,39,32,1,1,0.0,0.0,0.0
3-6-4-2-15-2,3,6.0,4.0,2,15,2,57,32,1,1,0.0,0.0,0.0
3-11-4-2-20-0,3,11.0,4.0,2,20,0,35,18,3,1,0.0,0.0,0.0
5-11-0-1-26-0,5,11.0,,1,26,0,25,10,2,1,0.0,0.0,0.0
5-10-0-2-21-0,5,10.0,,2,21,0,20,4,1,1,0.0,0.0,0.0
2-12-3-3-15-2,2,12.0,3.0,3,15,2,39,36,1,1,0.0,0.0,0.0
4-13-2-2-32-0,4,13.0,2.0,2,32,0,17,10,4,1,0.0,0.0,0.0
3-11-0-2-18-1,3,11.0,,2,18,1,30,25,2,1,0.0,0.0,0.0
5-13-5-2-48-1,5,13.0,5.0,2,48,1,31,11,3,1,0.0,0.0,0.0
4-13-3-2-34-0,4,13.0,3.0,2,34,0,42,34,4,1,0.0,0.0,0.0
1-9-9-3-9-2,1,9.0,9.0,3,9,2,38,36,10,1,0.0,0.0,0.0
3-12-0-2-17-1,3,12.0,,2,17,1,24,11,2,1,0.0,0.0,0.0
4-13-6-2-40-1,4,13.0,6.0,2,40,1,34,15,1,1,0.0,0.0,0.0
5-13-0-3-34-1,5,13.0,,3,34,1,23,15,1,1,0.0,0.0,0.0
2-9-6-2-15-2,2,9.0,6.0,2,15,2,49,36,2,1,0.0,0.0,0.0
2-9-2-3-11-0,2,9.0,2.0,3,11,0,24,22,2,1,0.0,0.0,0.0
2-12-3-4-15-1,2,12.0,3.0,4,15,1,32,29,2,1,0.0,0.0,0.0
2-10-6-2-16-2,2,10.0,6.0,2,16,2,49,36,2,1,0.0,0.0,0.0
2-11-6-2-17-0,2,11.0,6.0,2,17,0,32,18,1,1,0.0,0.0,0.0
4-14-0-2-39-1,4,14.0,,2,39,1,20,11,1,1,0.0,0.0,0.0
3-12-0-2-20-1,3,12.0,,2,20,1,26,21,1,1,0.0,0.0,0.0
2-13-7-3-20-1,2,13.0,7.0,3,20,1,44,39,3,1,0.0,0.0,0.0
3-14-6-2-29-1,3,14.0,6.0,2,29,1,37,21,3,1,0.0,0.0,0.0
3-13-6-3-26-1,3,13.0,6.0,3,26,1,35,19,1,1,0.0,0.0,0.0
4-14-3-3-29-0,4,14.0,3.0,3,29,0,19,10,1,1,0.0,0.0,0.0
5-14-3-2-43-0,5,14.0,3.0,2,43,0,14,4,6,1,0.0,0.0,0.0
4-7-2-3-17-1,4,7.0,2.0,3,17,1,27,15,1,1,0.0,0.0,0.0
6-14-2-2-55-0,6,14.0,2.0,2,55,0,17,4,1,1,0.0,0.0,0.0
7-14-2-1-46-0,7,14.0,2.0,1,46,0,31,0,1,1,0.0,0.0,0.0
2-12-0-2-12-2,2,12.0,,2,12,2,39,36,3,1,0.0,0.0,0.0
4-11-0-2-21-0,4,11.0,,2,21,0,15,10,3,1,0.0,0.0,0.0
4-11-0-3-27-2,4,11.0,,3,27,2,39,32,1,1,0.0,0.0,0.0
3-8-2-2-16-0,3,8.0,2.0,2,16,0,21,8,2,1,0.0,0.0,0.0
3-8-3-3-18-2,3,8.0,3.0,3,18,2,30,26,1,1,0.0,0.0,0.0
4-14-3-2-33-1,4,14.0,3.0,2,33,1,41,25,3,1,0.0,0.0,0.0
3-12-2-3-22-2,3,12.0,2.0,3,22,2,37,32,1,1,0.0,0.0,0.0
4-14-3-4-42-1,4,14.0,3.0,4,42,1,30,21,1,1,0.0,0.0,0.0
3-14-0-2-24-0,3,14.0,,2,24,0,23,18,1,1,0.0,0.0,0.0
3-12-4-3-27-0,3,12.0,4.0,3,27,0,20,10,3,1,0.0,0.0,0.0
5-12-2-2-40-1,5,12.0,2.0,2,40,1,21,11,1,1,0.0,0.0,0.0
2-14-8-3-22-3,2,14.0,8.0,3,22,3,42,37,1,1,0.0,0.0,0.0
3-14-7-3-34-0,3,14.0,7.0,3,34,0,36,28,1,1,0.0,0.0,0.0
4-12-3-2-30-0,4,12.0,3.0,2,30,0,10,0,3,1,0.0,0.0,0.0
5-10-2-1-31-1,5,10.0,2.0,1,31,1,25,15,2,1,0.0,0.0,0.0
6-12-2-1-42-0,6,12.0,2.0,1,42,0,32,4,2,1,0.0,0.0,0.0
3-8-2-3-16-0,3,8.0,2.0,3,16,0,31,18,1,1,0.0,0.0,0.0
4-13-0-2-29-0,4,13.0,,2,29,0,24,14,7,1,0.0,0.0,0.0
2-12-4-4-16-1,2,12.0,4.0,4,16,1,28,21,1,1,0.0,0.0,0.0
2-10-6-3-16-1,2,10.0,6.0,3,16,1,38,25,3,1,0.0,0.0,0.0
3-13-8-3-31-1,3,13.0,8.0,3,31,1,42,35,3,1,0.0,0.0,0.0
4-14-3-3-33-1,4,14.0,3.0,3,33,1,29,19,3,1,0.0,0.0,0.0
4-8-2-3-18-1,4,8.0,2.0,3,18,1,23,11,1,1,0.0,0.0,0.0
6-11-0-1-31-0,6,11.0,,1,31,0,29,10,1,1,0.0,0.0,0.0
3-13-2-2-26-1,3,13.0,2.0,2,26,1,21,15,2,1,0.0,0.0,0.0
5-14-0-2-41-1,5,14.0,,2,41,1,34,25,2,1,0.0,0.0,0.0
3-13-4-3-23-1,3,13.0,4.0,3,23,1,33,15,1,1,0.0,0.0,0.0
2-12-2-4-14-1,2,12.0,2.0,4,14,1,22,19,2,1,0.0,0.0,0.0
4-9-0-3-20-1,4,9.0,,3,20,1,33,25,2,1,0.0,0.0,0.0
5-14-0-1-40-0,5,14.0,,1,40,0,24,14,3,1,0.0,0.0,0.0
4-13-4-3-40-1,4,13.0,4.0,3,40,1,28,15,1,1,0.0,0.0,0.0
4-14-4-2-29-0,4,14.0,4.0,2,29,0,28,0,1,1,0.0,0.0,0.0
3-13-2-3-27-1,3,13.0,2.0,3,27,1,31,25,1,1,0.0,0.0,0.0
4-14-4-3-41-0,4,14.0,4.0,3,41,0,26,14,2,1,0.0,0.0,0.0
2-11-4-3-15-1,2,11.0,4.0,3,15,1,32,25,5,1,0.0,0.0,0.0
1-2-2-3-2-2,1,2.0,2.0,3,2,2,32,32,4,1,0.0,0.0,0.0
5-11-0-1-24-0,5,11.0,,1,24,0,32,8,1,1,0.0,0.0,0.0
3-8-0-2-13-0,3,8.0,,2,13,0,36,24,1,1,0.0,0.0,0.0
3-10-2-2-17-2,3,10.0,2.0,2,17,2,38,26,1,1,0.0,0.0,0.0
3-11-0-2-19-0,3,11.0,,2,19,0,19,14,3,1,0.0,0.0,0.0
4-9-0-2-18-0,4,9.0,,2,18,0,8,4,5,1,0.0,0.0,0.0
2-11-9-3-20-1,2,11.0,9.0,3,20,1,34,29,8,1,0.0,0.0,0.0
5-14-2-1-46-0,5,14.0,2.0,1,46,0,11,0,1,1,0.0,0.0,0.0
2-11-5-4-16-2,2,11.0,5.0,4,16,2,39,26,2,1,0.0,0.0,0.0
3-9-3-2-18-0,3,9.0,3.0,2,18,0,23,10,3,1,0.0,0.0,0.0
6-13-0-2-43-0,6,13.0,,2,43,0,29,10,2,1,0.0,0.0,0.0
3-7-0-3-9-1,3,7.0,,3,9,1,13,11,3,1,0.0,0.0,0.0
6-14-2-1-46-2,6,14.0,2.0,1,46,2,40,22,1,1,0.0,0.0,0.0
4-13-0-2-30-2,4,13.0,,2,30,2,39,22,1,1,0.0,0.0,0.0
4-14-8-2-45-0,4,14.0,8.0,2,45,0,25,14,2,1,0.0,0.0,0.0
5-14-3-2-34-0,5,14.0,3.0,2,34,0,30,10,1,1,0.0,0.0,0.0
3-11-3-2-22-2,3,11.0,3.0,2,22,2,37,32,1,1,0.0,0.0,0.0
3-8-4-3-19-0,3,8.0,4.0,3,19,0,12,4,1,1,0.0,0.0,0.0
5-14-0-1-32-1,5,14.0,,1,32,1,40,21,3,1,0.0,0.0,0.0
4-14-0-2-31-1,4,14.0,,2,31,1,38,31,3,1,0.0,0.0,0.0
2-10-2-3-12-0,2,10.0,2.0,3,12,0,22,20,3,1,0.0,0.0,0.0
3-13-2-4-25-0,3,13.0,2.0,4,25,0,23,18,1,1,0.0,0.0,0.0
3-12-2-2-23-0,3,12.0,2.0,2,23,0,9,4,2,1,0.0,0.0,0.0
4-14-2-2-35-1,4,14.0,2.0,2,35,1,18,11,2,1,0.0,0.0,0.0
4-12-5-4-36-1,4,12.0,5.0,4,36,1,43,25,1,1,0.0,0.0,0.0
3-12-0-2-22-1,3,12.0,,2,22,1,30,25,3,1,0.0,0.0,0.0
2-12-8-4-20-0,2,12.0,8.0,4,20,0,29,24,2,1,0.0,0.0,0.0
4-13-0-3-26-1,4,13.0,,3,26,1,31,25,3,1,0.0,0.0,0.0
5-9-0-2-24-1,5,9.0,,2,24,1,40,25,2,1,0.0,0.0,0.0
3-13-6-4-30-0,3,13.0,6.0,4,30,0,27,10,1,1,0.0,0.0,0.0
4-14-4-3-29-1,4,14.0,4.0,3,29,1,53,25,1,1,0.0,0.0,0.0
4-10-2-3-19-1,4,10.0,2.0,3,19,1,31,25,1,1,0.0,0.0,0.0
3-9-0-3-16-1,3,9.0,,3,16,1,15,11,5,1,0.0,0.0,0.0
1-11-11-5-11-2,1,11.0,11.0,5,11,2,35,32,1,1,0.0,0.0,0.0
3-14-2-2-24-2,3,14.0,2.0,2,24,2,57,52,2,1,0.0,0.0,0.0
5-13-2-2-32-0,5,13.0,2.0,2,32,0,24,4,2,1,0.0,0.0,0.0
3-13-9-2-32-1,3,13.0,9.0,2,32,1,26,19,2,1,0.0,0.0,0.0
5-13-5-1-45-0,5,13.0,5.0,1,45,0,37,8,1,1,0.0,0.0,0.0
4-13-9-2-44-0,4,13.0,9.0,2,44,0,10,0,2,1,0.0,0.0,0.0
1-12-12-3-12-1,1,12.0,12.0,3,12,1,44,41,10,1,0.0,0.0,0.0
6-13-5-1-54-1,6,13.0,5.0,1,54,1,53,21,1,1,0.0,0.0,0.0
3-7-0-3-9-0,3,7.0,,3,9,0,12,10,2,1,0.0,0.0,0.0
4-12-5-2-37-0,4,12.0,5.0,2,37,0,38,20,1,1,0.0,0.0,0.0
2-13-4-3-17-2,2,13.0,4.0,3,17,2,49,42,2,1,0.0,0.0,0.0
5-13-0-2-38-0,5,13.0,,2,38,0,16,4,4,1,0.0,0.0,0.0
3-8-0-3-10-2,3,8.0,,3,10,2,28,26,1,1,0.0,0.0,0.0
1-11-11-4-11-2,1,11.0,11.0,4,11,2,33,30,1,1,0.0,0.0,0.0
3-14-8-2-34-1,3,14.0,8.0,2,34,1,39,31,2,1,0.0,0.0,0.0
4-12-4-2-34-2,4,12.0,4.0,2,34,2,34,22,2,1,0.0,0.0,0.0
5-8-0-1-20-1,5,8.0,,1,20,1,15,11,1,1,0.0,0.0,0.0
4-12-0-2-23-0,4,12.0,,2,23,0,23,14,3,1,0.0,0.0,0.0
3-13-3-3-20-2,3,13.0,3.0,3,20,2,39,32,2,1,0.0,0.0,0.0
2-14-6-4-20-1,2,14.0,6.0,4,20,1,35,21,2,1,0.0,0.0,0.0
4-14-3-2-35-1,4,14.0,3.0,2,35,1,32,15,4,1,0.0,0.0,0.0
3-11-2-2-23-0,3,11.0,2.0,2,23,0,25,20,1,1,0.0,0.0,0.0
3-11-3-2-19-2,3,11.0,3.0,2,19,2,35,22,1,1,0.0,0.0,0.0
6-11-0-1-33-0,6,11.0,,1,33,0,7,0,1,1,0.0,0.0,0.0
4-14-0-2-26-0,4,14.0,,2,26,0,35,30,3,1,0.0,0.0,0.0
6-11-2-1-38-0,6,11.0,2.0,1,38,0,26,4,1,1,0.0,0.0,0.0
3-13-2-3-24-2,3,13.0,2.0,3,24,2,41,36,1,1,0.0,0.0,0.0
3-14-0-3-25-0,3,14.0,,3,25,0,16,10,1,1,0.0,0.0,0.0
4-13-6-2-41-1,4,13.0,6.0,2,41,1,50,31,1,1,0.0,0.0,0.0
3-14-0-2-26-0,3,14.0,,2,26,0,16,10,2,1,0.0,0.0,0.0
4-13-2-3-33-2,4,13.0,2.0,3,33,2,39,22,1,1,0.0,0.0,0.0
5-11-3-1-35-0,5,11.0,3.0,1,35,0,37,20,2,1,0.0,0.0,0.0
2-4-2-3-6-1,2,4.0,2.0,3,6,1,33,29,2,1,0.0,0.0,0.0
5-12-3-2-39-2,5,12.0,3.0,2,39,2,34,22,1,1,0.0,0.0,0.0
4-13-3-2-31-0,4,13.0,3.0,2,31,0,20,4,4,1,0.0,0.0,0.0
5-10-2-1-34-1,5,10.0,2.0,1,34,1,28,11,1,1,0.0,0.0,0.0
1-14-14-3-14-2,1,14.0,14.0,3,14,2,39,36,4,1,0.0,0.0,0.0
4-14-4-3-38-1,4,14.0,4.0,3,38,1,43,31,2,1,0.0,0.0,0.0
3-14-2-3-25-0,3,14.0,2.0,3,25,0,19,14,3,1,0.0,0.0,0.0
3-13-2-3-22-1,3,13.0,2.0,3,22,1,26,21,3,1,0.0,0.0,0.0
4-14-0-2-25-0,4,14.0,,2,25,0,15,10,3,1,0.0,0.0,0.0
5-14-0-3-27-1,5,14.0,,3,27,1,16,11,1,1,0.0,0.0,0.0
5-12-3-1-39-0,5,12.0,3.0,1,39,0,16,4,1,1,0.0,0.0,0.0
3-11-5-3-26-1,3,11.0,5.0,3,26,1,26,11,3,1,0.0,0.0,0.0
1-0-0-3-0-2,1,,,3,0,2,36,36,5,1,0.0,0.0,0.0
3-11-4-3-25-2,3,11.0,4.0,3,25,2,41,32,1,1,0.0,0.0,0.0
4-12-0-2-19-0,4,12.0,,2,19,0,17,4,2,1,0.0,0.0,0.0
4-11-0-3-21-0,4,11.0,,3,21,0,9,4,1,1,0.0,0.0,0.0
4-9-5-2-27-2,4,9.0,5.0,2,27,2,47,22,1,1,0.0,0.0,0.0
3-14-3-2-22-1,3,14.0,3.0,2,22,1,32,19,3,1,0.0,0.0,0.0
4-13-0-2-26-0,4,13.0,,2,26,0,29,14,3,1,0.0,0.0,0.0
4-9-0-2-18-2,4,9.0,,2,18,2,38,22,1,1,0.0,0.0,0.0
3-12-3-2-24-0,3,12.0,3.0,2,24,0,19,14,2,1,0.0,0.0,0.0
3-6-0-2-11-1,3,6.0,,2,11,1,46,25,1,1,0.0,0.0,0.0
4-10-2-2-24-0,4,10.0,2.0,2,24,0,22,18,3,1,0.0,0.0,0.0
5-13-4-2-45-0,5,13.0,4.0,2,45,0,28,14,1,1,0.0,0.0,0.0
3-12-4-3-21-1,3,12.0,4.0,3,21,1,42,25,3,1,0.0,0.0,0.0
7-14-0-1-49-0,7,14.0,,1,49,0,24,10,2,1,0.0,0.0,0.0
3-11-6-2-24-1,3,11.0,6.0,2,24,1,51,35,2,1,0.0,0.0,0.0
5-13-4-2-41-1,5,13.0,4.0,2,41,1,33,11,2,1,0.0,0.0,0.0
6-14-0-1-41-0,6,14.0,,1,41,0,32,10,1,1,0.0,0.0,0.0
3-13-8-2-31-1,3,13.0,8.0,2,31,1,38,31,1,1,0.0,0.0,0.0
1-14-14-3-14-1,1,14.0,14.0,3,14,1,38,35,7,1,0.0,0.0,0.0
3-13-3-2-21-2,3,13.0,3.0,2,21,2,55,42,1,1,0.0,0.0,0.0
5-13-0-1-43-1,5,13.0,,1,43,1,21,11,1,1,0.0,0.0,0.0
4-10-4-3-26-2,4,10.0,4.0,3,26,2,44,26,1,1,0.0,0.0,0.0
3-14-6-2-30-0,3,14.0,6.0,2,30,0,16,0,1,1,0.0,0.0,0.0
2-14-2-5-16-1,2,14.0,2.0,5,16,1,38,35,2,1,0.0,0.0,0.0
3-10-5-3-24-1,3,10.0,5.0,3,24,1,29,15,2,1,0.0,0.0,0.0
3-13-6-3-31-1,3,13.0,6.0,3,31,1,28,11,1,1,0.0,0.0,0.0
3-5-2-4-10-2,3,5.0,2.0,4,10,2,42,32,1,1,0.0,0.0,0.0
3-9-5-3-22-1,3,9.0,5.0,3,22,1,43,29,2,1,0.0,0.0,0.0
3-11-7-4-27-0,3,11.0,7.0,4,27,0,25,18,1,1,0.0,0.0,0.0
2-14-7-3-21-0,2,14.0,7.0,3,21,0,25,20,3,1,0.0,0.0,0.0
3-13-11-3-36-1,3,13.0,11.0,3,36,1,34,25,2,1,0.0,0.0,0.0
5-13-0-2-46-1,5,13.0,,2,46,1,32,21,1,1,0.0,0.0,0.0
4-13-4-3-28-0,4,13.0,4.0,3,28,0,32,4,1,1,0.0,0.0,0.0
3-13-9-3-33-1,3,13.0,9.0,3,33,1,27,19,1,1,0.0,0.0,0.0
3-12-3-2-21-1,3,12.0,3.0,2,21,1,43,29,1,1,0.0,0.0,0.0
3-10-0-3-15-0,3,10.0,,3,15,0,16,4,1,1,0.0,0.0,0.0
3-14-3-2-26-1,3,14.0,3.0,2,26,1,36,31,2,1,0.0,0.0,0.0
3-12-5-3-24-0,3,12.0,5.0,3,24,0,25,10,2,1,0.0,0.0,0.0
1-3-3-5-3-2,1,3.0,3.0,5,3,2,36,36,1,1,0.0,0.0,0.0
1-11-11-3-11-2,1,11.0,11.0,3,11,2,45,42,2,1,0.0,0.0,0.0
5-14-2-1-43-2,5,14.0,2.0,1,43,2,31,22,1,1,0.0,0.0,0.0
4-14-2-2-31-0,4,14.0,2.0,2,31,0,35,20,5,1,0.0,0.0,0.0
5-14-0-2-34-1,5,14.0,,2,34,1,35,25,4,1,0.0,0.0,0.0
3-14-0-2-23-1,3,14.0,,2,23,1,20,15,1,1,0.0,0.0,0.0
6-12-6-2-54-1,6,12.0,6.0,2,54,1,34,11,1,1,0.0,0.0,0.0
1-4-4-3-4-0,1,4.0,4.0,3,4,0,42,38,1,1,0.0,0.0,0.0
6-10-0-1-35-0,6,10.0,,1,35,0,25,4,1,1,0.0,0.0,0.0
3-11-2-2-17-1,3,11.0,2.0,2,17,1,22,15,1,1,0.0,0.0,0.0
5-14-0-2-50-1,5,14.0,,2,50,1,33,21,1,1,0.0,0.0,0.0
3-8-0-3-14-0,3,8.0,,3,14,0,35,22,2,1,0.0,0.0,0.0
3-12-3-3-20-2,3,12.0,3.0,3,20,2,39,26,2,1,0.0,0.0,0.0
4-12-6-2-35-2,4,12.0,6.0,2,35,2,44,26,1,1,0.0,0.0,0.0
4-11-0-3-17-0,4,11.0,,3,17,0,17,10,4,1,0.0,0.0,0.0
5-14-2-2-37-0,5,14.0,2.0,2,37,0,11,0,6,1,0.0,0.0,0.0
3-11-6-2-26-0,3,11.0,6.0,2,26,0,30,14,2,1,0.0,0.0,0.0
3-14-7-3-34-2,3,14.0,7.0,3,34,2,34,26,1,1,0.0,0.0,0.0
3-6-0-2-9-2,3,6.0,,2,9,2,33,22,2,1,0.0,0.0,0.0
3-11-5-2-22-0,3,11.0,5.0,2,22,0,28,4,1,1,0.0,0.0,0.0
3-13-3-2-25-2,3,13.0,3.0,2,25,2,31,26,2,1,0.0,0.0,0.0
6-13-0-1-34-1,6,13.0,,1,34,1,31,11,1,1,0.0,0.0,0.0
4-10-2-2-26-0,4,10.0,2.0,2,26,0,33,18,2,1,0.0,0.0,0.0
3-14-5-3-25-1,3,14.0,5.0,3,25,1,55,31,2,1,0.0,0.0,0.0
3-14-4-3-26-0,3,14.0,4.0,3,26,0,29,20,2,1,0.0,0.0,0.0
2-8-2-3-10-2,2,8.0,2.0,3,10,2,34,32,3,1,0.0,0.0,0.0
6-14-3-2-48-0,6,14.0,3.0,2,48,0,33,4,1,1,0.0,0.0,0.0
4-14-0-3-27-1,4,14.0,,3,27,1,25,19,3,1,0.0,0.0,0.0
3-9-2-2-16-1,3,9.0,2.0,2,16,1,37,25,1,1,0.0,0.0,0.0
5-13-2-2-40-2,5,13.0,2.0,2,40,2,34,22,1,1,0.0,0.0,0.0
3-9-3-4-20-0,3,9.0,3.0,4,20,0,18,14,1,1,0.0,0.0,0.0
2-5-4-3-9-2,2,5.0,4.0,3,9,2,36,22,3,1,0.0,0.0,0.0
3-13-0-3-19-2,3,13.0,,3,19,2,40,26,1,1,0.0,0.0,0.0
4-12-6-2-39-1,4,12.0,6.0,2,39,1,30,11,2,1,0.0,0.0,0.0
3-13-0-4-17-1,3,13.0,,4,17,1,28,21,1,1,0.0,0.0,0.0
6-14-0-1-40-0,6,14.0,,1,40,0,12,0,2,1,0.0,0.0,0.0
2-9-7-2-16-2,2,9.0,7.0,2,16,2,40,36,1,1,0.0,0.0,0.0
3-14-5-3-28-2,3,14.0,5.0,3,28,2,41,26,1,1,0.0,0.0,0.0
6-13-3-1-43-0,6,13.0,3.0,1,43,0,22,0,1,1,0.0,0.0,0.0
1-3-3-4-3-1,1,3.0,3.0,4,3,1,25,25,4,1,0.0,0.0,0.0
4-14-4-2-39-0,4,14.0,4.0,2,39,0,36,24,2,1,0.0,0.0,0.0
5-14-2-2-46-0,5,14.0,2.0,2,46,0,14,4,2,1,0.0,0.0,0.0
3-11-0-3-18-1,3,11.0,,3,18,1,34,29,2,1,0.0,0.0,0.0
4-14-5-2-38-0,4,14.0,5.0,2,38,0,28,10,4,1,0.0,0.0,0.0
2-9-4-3-13-2,2,9.0,4.0,3,13,2,38,32,3,1,0.0,0.0,0.0
4-10-4-3-27-1,4,10.0,4.0,3,27,1,39,21,3,1,0.0,0.0,0.0
5-14-0-2-36-0,5,14.0,,2,36,0,37,10,3,1,0.0,0.0,0.0
4-12-7-2-40-1,4,12.0,7.0,2,40,1,21,11,1,1,0.0,0.0,0.0
3-12-4-2-24-1,3,12.0,4.0,2,24,1,44,35,4,1,0.0,0.0,0.0
2-13-8-4-21-1,2,13.0,8.0,4,21,1,20,15,2,1,0.0,0.0,0.0
4-13-2-2-30-1,4,13.0,2.0,2,30,1,32,25,4,1,0.0,0.0,0.0
4-13-5-2-37-1,4,13.0,5.0,2,37,1,43,25,1,1,0.0,0.0,0.0
5-12-3-2-34-1,5,12.0,3.0,2,34,1,34,15,1,1,0.0,0.0,0.0
4-14-5-2-33-2,4,14.0,5.0,2,33,2,68,42,1,1,0.0,0.0,0.0
4-10-3-3-28-0,4,10.0,3.0,3,28,0,19,4,1,1,0.0,0.0,0.0
5-12-3-2-34-2,5,12.0,3.0,2,34,2,52,26,1,1,0.0,0.0,0.0
3-7-3-3-14-2,3,7.0,3.0,3,14,2,32,26,1,1,0.0,0.0,0.0
2-9-8-3-17-0,2,9.0,8.0,3,17,0,12,8,4,1,0.0,0.0,0.0
3-13-10-4-35-1,3,13.0,10.0,4,35,1,43,35,1,1,0.0,0.0,0.0
2-13-5-3-18-0,2,13.0,5.0,3,18,0,37,24,2,1,0.0,0.0,0.0
3-11-4-2-23-0,3,11.0,4.0,2,23,0,21,12,1,1,0.0,0.0,0.0
2-11-3-3-14-2,2,11.0,3.0,3,14,2,25,22,2,1,0.0,0.0,0.0
4-13-7-2-39-1,4,13.0,7.0,2,39,1,24,15,4,1,0.0,0.0,0.0
2-12-7-3-19-1,2,12.0,7.0,3,19,1,30,25,6,1,0.0,0.0,0.0
5-14-0-3-30-0,5,14.0,,3,30,0,30,14,2,1,0.0,0.0,0.0
4-11-5-2-33-0,4,11.0,5.0,2,33,0,27,10,2,1,0.0,0.0,0.0
