signature,trump_count,strongest_trump_rank,weakest_trump_rank,max_suit_run,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
2-2-10-3-31,2,2.0,10.0,3,31,24,8,200,0.315,0.032846232660687286,49.565
3-4-12-3-6,3,4.0,12.0,3,6,4,7,200,0.315,0.032846232660687286,47.165
4-5-13-3-22,4,5.0,13.0,3,22,10,14,200,0.315,0.032846232660687286,51.305
2-4-10-3-28,2,4.0,10.0,3,28,22,11,200,0.315,0.032846232660687286,49.335
3-4-11-4-18,3,4.0,11.0,4,18,14,7,200,0.315,0.032846232660687286,47.485
2-10-12-4-39,2,10.0,12.0,4,39,35,11,200,0.315,0.032846232660687286,47.945
3-2-10-3-13,3,2.0,10.0,3,13,4,15,200,0.315,0.032846232660687286,52.205
2-0-4-3-13,2,0.0,4.0,3,13,8,11,200,0.315,0.032846232660687286,51.795
3-8-12-2-36,3,8.0,12.0,2,36,21,24,400,0.315,0.023225793850803037,50.8325
2-12-13-2-32,2,12.0,13.0,2,32,32,4,200,0.315,0.032846232660687286,50.445
2-4-9-3-37,2,4.0,9.0,3,37,25,44,600,0.315,0.01896378126851288,49.08
2-3-4-3-19,2,3.0,4.0,3,19,14,28,600,0.315,0.01896378126851288,49.13166666666667
2-1-10-3-41,2,1.0,10.0,3,41,34,5,200,0.315,0.032846232660687286,50.94
3-6-11-4-20,3,6.0,11.0,4,20,14,3,200,0.315,0.032846232660687286,47.215
2-7-11-3-31,2,7.0,11.0,3,31,29,12,200,0.315,0.032846232660687286,48.275
2-6-8-3-42,2,6.0,8.0,3,42,29,17,200,0.315,0.032846232660687286,49.695
3-4-12-3-12,3,4.0,12.0,3,12,10,21,200,0.315,0.032846232660687286,46.775
3-9-12-2-30,3,9.0,12.0,2,30,20,8,200,0.315,0.032846232660687286,48.15
1-1-1-4-21,1,1.0,1.0,4,21,18,11,200,0.315,0.032846232660687286,50.32
1-11-11-3-26,1,11.0,11.0,3,26,26,25,800,0.315,0.016423116330343643,48.76125
2-4-11-3-24,2,4.0,11.0,3,24,22,7,200,0.315,0.032846232660687286,49.11
1-8-8-3-33,1,8.0,8.0,3,33,22,16,200,0.315,0.032846232660687286,47.285
3-0-12-3-7,3,0.0,12.0,3,7,4,9,200,0.315,0.032846232660687286,52.39
3-2-12-4-24,3,2.0,12.0,4,24,21,11,200,0.315,0.032846232660687286,49.195
2-4-8-3-21,2,4.0,8.0,3,21,8,8,200,0.315,0.032846232660687286,46.935
3-4-11-2-14,3,4.0,11.0,2,14,10,25,700,0.3142857142857143,0.017546273681799736,47.612857142857145
3-9-12-3-35,3,9.0,12.0,3,35,25,24,500,0.314,0.020755914819636352,48.33
2-6-10-3-31,2,6.0,10.0,3,31,25,40,500,0.314,0.020755914819636352,48.952
1-6-6-3-34,1,6.0,6.0,3,34,32,20,300,0.3133333333333333,0.026780313388479703,48.48
3-8-13-3-29,3,8.0,13.0,3,29,18,18,300,0.3133333333333333,0.026780313388479703,46.32666666666667
3-6-11-3-17,3,6.0,11.0,3,17,4,13,300,0.3133333333333333,0.026780313388479703,48.25333333333333
2-11-13-3-25,2,11.0,13.0,3,25,25,35,300,0.3133333333333333,0.026780313388479703,49.013333333333335
3-6-9-2-37,3,6.0,9.0,2,37,14,11,300,0.3133333333333333,0.026780313388479703,47.63666666666666
3-5-8-2-29,3,5.0,8.0,2,29,14,13,300,0.3133333333333333,0.026780313388479703,48.27
2-9-11-3-36,2,9.0,11.0,3,36,26,16,300,0.3133333333333333,0.026780313388479703,51.13
1-6-6-4-32,1,6.0,6.0,4,32,30,9,300,0.3133333333333333,0.026780313388479703,49.70666666666666
1-4-4-3-23,1,4.0,4.0,3,23,21,28,600,0.3133333333333333,0.018936541199294887,46.95666666666666
1-2-2-3-32,1,2.0,2.0,3,32,29,43,600,0.3133333333333333,0.018936541199294887,49.123333333333335
2-2-4-3-19,2,2.0,4.0,3,19,14,22,300,0.3133333333333333,0.026780313388479703,50.82333333333333
3-5-12-3-17,3,5.0,12.0,3,17,15,29,600,0.3133333333333333,0.018936541199294887,48.42166666666667
2-9-11-3-45,2,9.0,11.0,3,45,35,22,600,0.3133333333333333,0.018936541199294887,48.39833333333333
3-3-13-3-21,3,3.0,13.0,3,21,14,25,300,0.3133333333333333,0.026780313388479703,48.66666666666666
3-7-12-2-33,3,7.0,12.0,2,33,31,26,700,0.3128571428571428,0.01752457666170603,48.13428571428572
1-4-4-4-42,1,4.0,4.0,4,42,40,12,400,0.3125,0.023175620272173948,49.4875
2-10-11-3-25,2,10.0,11.0,3,25,21,23,400,0.3125,0.023175620272173948,46.92
3-6-13-2-31,3,6.0,13.0,2,31,18,20,400,0.3125,0.023175620272173948,49.015
1-7-7-4-42,1,7.0,7.0,4,42,40,16,400,0.3125,0.023175620272173948,47.405
3-6-11-3-31,3,6.0,11.0,3,31,19,26,400,0.3125,0.023175620272173948,49.1425
3-9-12-3-39,3,9.0,12.0,3,39,25,16,500,0.312,0.02071984555926998,48.986
1-5-5-3-28,1,5.0,5.0,3,28,26,15,500,0.312,0.02071984555926998,48.896
2-1-6-3-19,2,1.0,6.0,3,19,14,34,600,0.3116666666666666,0.01890901705340407,49.23166666666667
1-6-6-4-37,1,6.0,6.0,4,37,35,22,600,0.3116666666666666,0.01890901705340407,47.98166666666667
1-1-1-3-21,1,1.0,1.0,3,21,18,22,600,0.3116666666666666,0.01890901705340407,48.145
3-4-13-3-12,3,4.0,13.0,3,12,8,22,600,0.3116666666666666,0.01890901705340407,47.095
2-6-12-3-23,2,6.0,12.0,3,23,21,19,800,0.31125,0.016369691410500077,48.12875
3-7-10-3-35,3,7.0,10.0,3,35,19,12,100,0.31,0.04624932431938871,49.52
3-9-12-2-44,3,9.0,12.0,2,44,30,4,100,0.31,0.04624932431938871,47.0
3-0-12-2-7,3,0.0,12.0,2,7,4,10,100,0.31,0.04624932431938871,48.92
2-5-8-4-52,2,5.0,8.0,4,52,39,1,100,0.31,0.04624932431938871,46.67
3-1-10-3-22,3,1.0,10.0,3,22,4,3,100,0.31,0.04624932431938871,49.81
3-6-10-2-57,3,6.0,10.0,2,57,41,1,100,0.31,0.04624932431938871,51.29
3-4-13-4-19,3,4.0,13.0,4,19,15,7,100,0.31,0.04624932431938871,48.94
2-3-11-4-22,2,3.0,11.0,4,22,19,3,100,0.31,0.04624932431938871,48.73
1-13-13-3-44,1,13.0,13.0,3,44,44,1,100,0.31,0.04624932431938871,50.92
2-9-12-4-49,2,9.0,12.0,4,49,39,2,100,0.31,0.04624932431938871,47.54
2-3-6-2-33,2,3.0,6.0,2,33,28,2,100,0.31,0.04624932431938871,49.72
4-6-11-2-56,4,6.0,11.0,2,56,33,1,100,0.31,0.04624932431938871,50.36
2-2-9-3-35,2,2.0,9.0,3,35,22,15,200,0.31,0.032703210851535665,48.825
2-6-13-3-42,2,6.0,13.0,3,42,40,4,200,0.31,0.032703210851535665,49.895
2-5-8-2-43,2,5.0,8.0,2,43,30,5,100,0.31,0.04624932431938871,48.92
2-2-13-4-32,2,2.0,13.0,4,32,29,5,100,0.31,0.04624932431938871,48.42
2-3-5-3-28,2,3.0,5.0,3,28,23,4,100,0.31,0.04624932431938871,47.0
3-5-13-5-18,3,5.0,13.0,5,18,14,1,100,0.31,0.04624932431938871,46.83
4-4-13-4-12,4,4.0,13.0,4,12,4,1,100,0.31,0.04624932431938871,49.46
1-2-2-3-47,1,2.0,2.0,3,47,44,1,100,0.31,0.04624932431938871,49.31
2-2-10-4-18,2,2.0,10.0,4,18,11,1,100,0.31,0.04624932431938871,47.88
3-8-12-3-21,3,8.0,12.0,3,21,10,8,100,0.31,0.04624932431938871,48.07
3-5-12-4-38,3,5.0,12.0,4,38,25,6,100,0.31,0.04624932431938871,47.09
2-2-11-4-44,2,2.0,11.0,4,44,41,2,100,0.31,0.04624932431938871,48.91
3-6-12-4-28,3,6.0,12.0,4,28,15,3,100,0.31,0.04624932431938871,49.17
2-5-9-2-31,2,5.0,9.0,2,31,19,2,100,0.31,0.04624932431938871,50.51
3-11-13-2-29,3,11.0,13.0,2,29,29,2,100,0.31,0.04624932431938871,51.27
3-1-11-4-26,3,1.0,11.0,4,26,21,11,100,0.31,0.04624932431938871,51.88
2-4-5-4-15,2,4.0,5.0,4,15,11,2,100,0.31,0.04624932431938871,51.04
3-2-9-4-32,3,2.0,9.0,4,32,8,1,100,0.31,0.04624932431938871,47.1
2-10-12-3-42,2,10.0,12.0,3,42,38,1,100,0.31,0.04624932431938871,46.66
2-5-10-4-46,2,5.0,10.0,4,46,40,2,100,0.31,0.04624932431938871,46.86
2-1-8-3-22,2,1.0,8.0,3,22,8,10,100,0.31,0.04624932431938871,48.73
2-2-10-2-46,2,2.0,10.0,2,46,39,1,100,0.31,0.04624932431938871,50.92
3-0-9-4-32,3,0.0,9.0,4,32,8,1,100,0.31,0.04624932431938871,50.11
2-2-10-2-35,2,2.0,10.0,2,35,28,1,100,0.31,0.04624932431938871,53.17
2-3-12-4-13,2,3.0,12.0,4,13,10,1,100,0.31,0.04624932431938871,46.38
2-1-10-4-28,2,1.0,10.0,4,28,21,9,100,0.31,0.04624932431938871,49.85
3-0-13-3-50,3,0.0,13.0,3,50,37,5,100,0.31,0.04624932431938871,49.4
4-5-10-2-39,4,5.0,10.0,2,39,12,25,100,0.31,0.04624932431938871,48.69
2-1-13-4-27,2,1.0,13.0,4,27,24,1,100,0.31,0.04624932431938871,48.2
2-6-13-4-13,2,6.0,13.0,4,13,11,1,100,0.31,0.04624932431938871,47.47
4-6-11-3-34,4,6.0,11.0,3,34,18,2,100,0.31,0.04624932431938871,49.88
2-2-13-5-32,2,2.0,13.0,5,32,29,2,100,0.31,0.04624932431938871,47.12
3-2-4-2-45,3,2.0,4.0,2,45,37,1,100,0.31,0.04624932431938871,51.4
2-6-10-4-17,2,6.0,10.0,4,17,11,2,100,0.31,0.04624932431938871,44.58
3-5-7-4-27,3,5.0,7.0,4,27,21,2,100,0.31,0.04624932431938871,49.0
2-2-11-2-7,2,2.0,11.0,2,7,4,1,100,0.31,0.04624932431938871,48.24
2-3-11-4-39,2,3.0,11.0,4,39,36,5,100,0.31,0.04624932431938871,50.61
2-6-10-2-35,2,6.0,10.0,2,35,29,5,100,0.31,0.04624932431938871,49.18
3-9-12-2-42,3,9.0,12.0,2,42,32,8,100,0.31,0.04624932431938871,51.31
1-10-10-5-28,1,10.0,10.0,5,28,24,1,100,0.31,0.04624932431938871,44.98
2-5-10-2-14,2,5.0,10.0,2,14,8,2,100,0.31,0.04624932431938871,48.64
2-6-13-2-20,2,6.0,13.0,2,20,18,4,100,0.31,0.04624932431938871,47.92
2-1-5-5-34,2,1.0,5.0,5,34,29,1,100,0.31,0.04624932431938871,52.3
2-2-11-5-17,2,2.0,11.0,5,17,14,1,100,0.31,0.04624932431938871,47.64
2-1-3-3-18,2,1.0,3.0,3,18,12,2,100,0.31,0.04624932431938871,51.9
2-8-10-2-49,2,8.0,10.0,2,49,34,2,100,0.31,0.04624932431938871,44.72
3-5-11-2-12,3,5.0,11.0,2,12,0,8,100,0.31,0.04624932431938871,44.77
2-1-9-2-47,2,1.0,9.0,2,47,34,1,100,0.31,0.04624932431938871,49.73
3-7-13-2-35,3,7.0,13.0,2,35,22,12,100,0.31,0.04624932431938871,48.05
2-2-8-2-25,2,2.0,8.0,2,25,11,2,100,0.31,0.04624932431938871,50.55
3-3-10-3-36,3,3.0,10.0,3,36,18,6,100,0.31,0.04624932431938871,48.77
3-5-10-4-23,3,5.0,10.0,4,23,15,2,100,0.31,0.04624932431938871,49.33
2-6-7-3-50,2,6.0,7.0,3,50,46,6,100,0.31,0.04624932431938871,49.32
2-3-7-5-40,2,3.0,7.0,5,40,35,1,100,0.31,0.04624932431938871,47.49
2-10-13-2-45,2,10.0,13.0,2,45,41,2,100,0.31,0.04624932431938871,48.48
2-8-10-5-39,2,8.0,10.0,5,39,24,1,100,0.31,0.04624932431938871,45.73
3-8-12-3-49,3,8.0,12.0,3,49,28,1,100,0.31,0.04624932431938871,46.24
2-2-13-3-22,2,2.0,13.0,3,22,19,13,100,0.31,0.04624932431938871,49.13
2-6-9-3-45,2,6.0,9.0,3,45,33,3,100,0.31,0.04624932431938871,49.56
3-6-13-4-38,3,6.0,13.0,4,38,25,6,100,0.31,0.04624932431938871,47.81
2-7-9-2-50,2,7.0,9.0,2,50,38,1,100,0.31,0.04624932431938871,49.7
3-2-12-3-23,3,2.0,12.0,3,23,20,21,100,0.31,0.04624932431938871,48.69
3-7-11-4-32,3,7.0,11.0,4,32,20,1,100,0.31,0.04624932431938871,48.05
2-0-8-4-38,2,0.0,8.0,4,38,24,2,100,0.31,0.04624932431938871,51.34
2-5-13-2-35,2,5.0,13.0,2,35,33,1,100,0.31,0.04624932431938871,47.83
2-2-6-5-34,2,2.0,6.0,5,34,29,1,100,0.31,0.04624932431938871,50.88
2-4-13-2-27,2,4.0,13.0,2,27,25,11,100,0.31,0.04624932431938871,47.45
2-4-8-5-48,2,4.0,8.0,5,48,35,1,100,0.31,0.04624932431938871,49.88
2-2-5-4-29,2,2.0,5.0,4,29,24,4,100,0.31,0.04624932431938871,47.92
4-6-13-2-2,4,6.0,13.0,2,2,0,2,100,0.31,0.04624932431938871,47.81
3-1-12-4-17,3,1.0,12.0,4,17,14,3,100,0.31,0.04624932431938871,50.12
2-9-11-2-34,2,9.0,11.0,2,34,24,3,100,0.31,0.04624932431938871,46.81
2-10-13-2-36,2,10.0,13.0,2,36,32,1,100,0.31,0.04624932431938871,52.18
2-5-11-4-41,2,5.0,11.0,4,41,39,2,100,0.31,0.04624932431938871,49.57
4-3-9-2-44,4,3.0,9.0,2,44,18,6,100,0.31,0.04624932431938871,51.83
2-3-11-2-14,2,3.0,11.0,2,14,11,2,100,0.31,0.04624932431938871,49.55
2-4-13-4-34,2,4.0,13.0,4,34,32,3,100,0.31,0.04624932431938871,50.43
2-1-9-4-24,2,1.0,9.0,4,24,11,1,100,0.31,0.04624932431938871,47.76
2-0-8-4-45,2,0.0,8.0,4,45,31,2,100,0.31,0.04624932431938871,48.95
3-7-10-4-38,3,7.0,10.0,4,38,21,3,100,0.31,0.04624932431938871,48.31
2-6-9-3-46,2,6.0,9.0,3,46,34,2,100,0.31,0.04624932431938871,48.96
3-4-9-2-37,3,4.0,9.0,2,37,14,7,100,0.31,0.04624932431938871,48.65
2-4-5-4-35,2,4.0,5.0,4,35,31,6,100,0.31,0.04624932431938871,48.44
2-3-8-3-26,2,3.0,8.0,3,26,12,1,100,0.31,0.04624932431938871,44.37
3-4-11-2-41,3,4.0,11.0,2,41,28,7,100,0.31,0.04624932431938871,48.32
3-4-10-4-19,3,4.0,10.0,4,19,11,2,100,0.31,0.04624932431938871,50.21
3-4-10-3-52,3,4.0,10.0,3,52,35,5,100,0.31,0.04624932431938871,52.23
3-6-11-4-43,3,6.0,11.0,4,43,31,2,100,0.31,0.04624932431938871,50.21
2-3-7-2-24,2,3.0,7.0,2,24,19,9,100,0.31,0.04624932431938871,51.62
3-8-12-4-15,3,8.0,12.0,4,15,4,2,100,0.31,0.04624932431938871,48.33
3-3-7-3-15,3,3.0,7.0,3,15,8,12,100,0.31,0.04624932431938871,49.87
2-6-13-2-27,2,6.0,13.0,2,27,25,11,100,0.31,0.04624932431938871,47.55
3-6-12-2-37,3,6.0,12.0,2,37,24,23,300,0.31,0.026702059845637376,49.03
3-9-13-4-28,3,9.0,13.0,4,28,14,2,100,0.31,0.04624932431938871,48.02
2-1-5-4-13,2,1.0,5.0,4,13,8,1,100,0.31,0.04624932431938871,49.83
4-6-12-2-21,4,6.0,12.0,2,21,4,8,100,0.31,0.04624932431938871,49.03
3-9-12-2-20,3,9.0,12.0,2,20,10,7,100,0.31,0.04624932431938871,47.62
3-6-11-3-37,3,6.0,11.0,3,37,24,27,100,0.31,0.04624932431938871,49.34
3-8-11-2-34,3,8.0,11.0,2,34,19,3,100,0.31,0.04624932431938871,46.95
2-2-11-4-14,2,2.0,11.0,4,14,11,1,100,0.31,0.04624932431938871,45.78
4-5-11-3-33,4,5.0,11.0,3,33,25,7,100,0.31,0.04624932431938871,51.77
1-7-7-5-44,1,7.0,7.0,5,44,42,1,100,0.31,0.04624932431938871,50.33
2-6-7-4-50,2,6.0,7.0,4,50,46,2,100,0.31,0.04624932431938871,49.56
2-4-10-2-30,2,4.0,10.0,2,30,24,7,100,0.31,0.04624932431938871,45.71
3-5-12-3-12,3,5.0,12.0,3,12,10,16,100,0.31,0.04624932431938871,46.62
2-7-8-2-41,2,7.0,8.0,2,41,28,1,100,0.31,0.04624932431938871,47.31
3-1-12-4-27,3,1.0,12.0,4,27,14,4,100,0.31,0.04624932431938871,51.63
2-1-8-2-36,2,1.0,8.0,2,36,22,4,100,0.31,0.04624932431938871,49.15
3-10-12-2-32,3,10.0,12.0,2,32,28,1,100,0.31,0.04624932431938871,46.38
2-0-10-5-21,2,0.0,10.0,5,21,14,1,100,0.31,0.04624932431938871,48.58
2-6-7-3-38,2,6.0,7.0,3,38,34,3,100,0.31,0.04624932431938871,48.98
3-8-10-3-33,3,8.0,10.0,3,33,8,2,100,0.31,0.04624932431938871,46.64
2-2-8-5-29,2,2.0,8.0,5,29,15,2,100,0.31,0.04624932431938871,50.24
1-11-11-4-45,1,11.0,11.0,4,45,45,2,100,0.31,0.04624932431938871,48.72
2-4-13-2-42,2,4.0,13.0,2,42,40,2,100,0.31,0.04624932431938871,52.01
1-3-3-3-48,1,3.0,3.0,3,48,45,6,100,0.31,0.04624932431938871,49.64
3-4-9-3-27,3,4.0,9.0,3,27,4,4,100,0.31,0.04624932431938871,47.57
1-11-11-3-50,1,11.0,11.0,3,50,50,3,100,0.31,0.04624932431938871,47.67
2-4-12-5-23,2,4.0,12.0,5,23,21,1,100,0.31,0.04624932431938871,49.42
2-0-9-5-27,2,0.0,9.0,5,27,14,2,100,0.31,0.04624932431938871,46.96
2-6-12-3-37,2,6.0,12.0,3,37,35,19,100,0.31,0.04624932431938871,48.7
2-1-10-4-36,2,1.0,10.0,4,36,29,7,100,0.31,0.04624932431938871,52.34
2-5-6-5-39,2,5.0,6.0,5,39,35,2,100,0.31,0.04624932431938871,46.2
2-0-11-3-3,2,0.0,11.0,3,3,0,2,100,0.31,0.04624932431938871,47.49
3-11-13-3-18,3,11.0,13.0,3,18,18,6,100,0.31,0.04624932431938871,45.5
2-3-11-3-7,2,3.0,11.0,3,7,4,6,100,0.31,0.04624932431938871,46.69
3-4-7-2-18,3,4.0,7.0,2,18,12,2,100,0.31,0.04624932431938871,52.15
2-7-12-2-30,2,7.0,12.0,2,30,28,1,100,0.31,0.04624932431938871,44.01
1-9-9-3-62,1,9.0,9.0,3,62,52,5,100,0.31,0.04624932431938871,48.06
2-9-11-2-45,2,9.0,11.0,2,45,35,5,100,0.31,0.04624932431938871,50.41
2-0-11-4-11,2,0.0,11.0,4,11,8,1,100,0.31,0.04624932431938871,47.78
3-7-11-4-22,3,7.0,11.0,4,22,10,2,100,0.31,0.04624932431938871,47.08
2-3-12-2-3,2,3.0,12.0,2,3,0,1,100,0.31,0.04624932431938871,44.25
2-1-7-2-9,2,1.0,7.0,2,9,4,5,100,0.31,0.04624932431938871,48.13
2-3-8-4-29,2,3.0,8.0,4,29,15,5,100,0.31,0.04624932431938871,46.34
2-0-8-5-45,2,0.0,8.0,5,45,31,2,100,0.31,0.04624932431938871,53.29
2-7-10-4-36,2,7.0,10.0,4,36,30,1,100,0.31,0.04624932431938871,47.93
3-3-7-4-17,3,3.0,7.0,4,17,10,1,100,0.31,0.04624932431938871,51.03
2-8-13-2-50,2,8.0,13.0,2,50,39,2,100,0.31,0.04624932431938871,49.07
1-3-3-4-52,1,3.0,3.0,4,52,49,1,100,0.31,0.04624932431938871,50.03
1-2-2-3-63,1,2.0,2.0,3,63,60,1,100,0.31,0.04624932431938871,50.16
4-6-13-4-19,4,6.0,13.0,4,19,15,1,100,0.31,0.04624932431938871,51.18
2-5-7-4-43,2,5.0,7.0,4,43,39,2,100,0.31,0.04624932431938871,47.36
2-9-11-2-55,2,9.0,11.0,2,55,45,1,100,0.31,0.04624932431938871,46.5
2-0-13-4-31,2,0.0,13.0,4,31,28,2,100,0.31,0.04624932431938871,51.17
2-4-11-4-34,2,4.0,11.0,4,34,32,5,100,0.31,0.04624932431938871,50.98
1-12-12-4-23,1,12.0,12.0,4,23,23,2,100,0.31,0.04624932431938871,47.47
2-4-12-4-33,2,4.0,12.0,4,33,31,1,100,0.31,0.04624932431938871,46.67
2-6-8-3-46,2,6.0,8.0,3,46,33,1,100,0.31,0.04624932431938871,47.38
3-11-13-3-14,3,11.0,13.0,3,14,14,7,100,0.31,0.04624932431938871,46.06
3-5-11-4-41,3,5.0,11.0,4,41,35,1,100,0.31,0.04624932431938871,49.09
3-0-8-4-26,3,0.0,8.0,4,26,10,2,100,0.31,0.04624932431938871,50.33
2-10-11-2-33,2,10.0,11.0,2,33,29,7,100,0.31,0.04624932431938871,50.04
2-3-8-2-35,2,3.0,8.0,2,35,21,3,100,0.31,0.04624932431938871,47.95
2-10-12-2-36,2,10.0,12.0,2,36,32,5,100,0.31,0.04624932431938871,50.37
2-2-10-4-11,2,2.0,10.0,4,11,4,1,100,0.31,0.04624932431938871,49.6
3-6-8-2-35,3,6.0,8.0,2,35,20,4,100,0.31,0.04624932431938871,50.73
4-10-13-2-33,4,10.0,13.0,2,33,29,2,100,0.31,0.04624932431938871,52.25
3-4-13-4-10,3,4.0,13.0,4,10,4,2,100,0.31,0.04624932431938871,48.02
2-4-7-2-32,2,4.0,7.0,2,32,28,1,100,0.31,0.04624932431938871,48.7
1-7-7-4-47,1,7.0,7.0,4,47,45,3,100,0.31,0.04624932431938871,48.0
2-0-3-4-49,2,0.0,3.0,4,49,43,1,100,0.31,0.04624932431938871,50.18
2-4-10-3-35,2,4.0,10.0,3,35,29,21,100,0.31,0.04624932431938871,50.54
3-9-11-2-22,3,9.0,11.0,2,22,8,3,100,0.31,0.04624932431938871,44.34
2-5-6-2-24,2,5.0,6.0,2,24,20,3,100,0.31,0.04624932431938871,47.25
4-7-13-3-25,4,7.0,13.0,3,25,8,2,100,0.31,0.04624932431938871,48.65
2-9-12-3-55,2,9.0,12.0,3,55,45,2,100,0.31,0.04624932431938871,49.69
2-6-13-2-23,2,6.0,13.0,2,23,21,4,100,0.31,0.04624932431938871,48.88
2-0-9-3-41,2,0.0,9.0,3,41,28,7,100,0.31,0.04624932431938871,49.15
2-3-13-2-33,2,3.0,13.0,2,33,30,4,100,0.31,0.04624932431938871,48.03
2-2-4-2-33,2,2.0,4.0,2,33,28,1,100,0.31,0.04624932431938871,51.7
2-8-11-3-26,2,8.0,11.0,3,26,15,19,300,0.31,0.026702059845637376,47.053333333333335
2-5-12-2-24,2,5.0,12.0,2,24,22,3,100,0.31,0.04624932431938871,51.21
2-4-6-3-45,2,4.0,6.0,3,45,41,3,100,0.31,0.04624932431938871,52.08
3-4-9-4-25,3,4.0,9.0,4,25,11,1,100,0.31,0.04624932431938871,46.46
2-3-4-4-9,2,3.0,4.0,4,9,4,1,100,0.31,0.04624932431938871,49.18
1-9-9-3-21,1,9.0,9.0,3,21,11,4,100,0.31,0.04624932431938871,48.03
1-12-12-4-26,1,12.0,12.0,4,26,26,12,200,0.31,0.032703210851535665,49.59
3-6-11-3-33,3,6.0,11.0,3,33,29,18,200,0.31,0.032703210851535665,51.65
1-5-5-4-51,1,5.0,5.0,4,51,49,1,100,0.31,0.04624932431938871,49.75
1-5-5-5-33,1,5.0,5.0,5,33,31,2,100,0.31,0.04624932431938871,46.11
2-4-7-2-16,2,4.0,7.0,2,16,12,1,100,0.31,0.04624932431938871,44.08
3-4-12-2-8,3,4.0,12.0,2,8,4,13,200,0.31,0.032703210851535665,48.66
2-5-8-3-47,2,5.0,8.0,3,47,34,2,100,0.31,0.04624932431938871,44.33
2-4-8-5-38,2,4.0,8.0,5,38,25,5,200,0.31,0.032703210851535665,48.145
2-1-8-2-38,2,1.0,8.0,2,38,24,3,100,0.31,0.04624932431938871,49.01
4-4-13-3-6,4,4.0,13.0,3,6,0,10,200,0.31,0.032703210851535665,49.15
2-5-10-4-21,2,5.0,10.0,4,21,15,3,100,0.31,0.04624932431938871,49.72
3-2-10-2-13,3,2.0,10.0,2,13,4,26,200,0.31,0.032703210851535665,48.755
4-4-13-4-28,4,4.0,13.0,4,28,14,2,100,0.31,0.04624932431938871,50.15
3-4-11-2-12,3,4.0,11.0,2,12,8,13,100,0.31,0.04624932431938871,49.39
2-5-6-3-45,2,5.0,6.0,3,45,41,2,100,0.31,0.04624932431938871,51.47
1-13-13-5-36,1,13.0,13.0,5,36,36,7,100,0.31,0.04624932431938871,47.7
2-11-12-3-39,2,11.0,12.0,3,39,39,6,100,0.31,0.04624932431938871,50.0
2-1-8-4-38,2,1.0,8.0,4,38,24,4,100,0.31,0.04624932431938871,47.09
3-4-6-2-18,3,4.0,6.0,2,18,12,4,100,0.31,0.04624932431938871,47.74
2-2-5-4-30,2,2.0,5.0,4,30,25,20,400,0.31,0.023124662159694356,50.22
3-5-13-2-4,3,5.0,13.0,2,4,0,2,100,0.31,0.04624932431938871,45.36
3-7-13-2-29,3,7.0,13.0,2,29,23,1,100,0.31,0.04624932431938871,47.96
2-2-10-2-45,2,2.0,10.0,2,45,38,1,100,0.31,0.04624932431938871,51.05
2-2-12-3-17,2,2.0,12.0,3,17,14,17,100,0.31,0.04624932431938871,51.85
2-6-11-3-28,2,6.0,11.0,3,28,26,13,200,0.31,0.032703210851535665,49.205
2-5-9-3-27,2,5.0,9.0,3,27,15,19,300,0.31,0.026702059845637376,48.45666666666666
3-6-13-3-36,3,6.0,13.0,3,36,24,6,100,0.31,0.04624932431938871,50.37
2-9-10-3-36,2,9.0,10.0,3,36,22,6,100,0.31,0.04624932431938871,49.34
2-1-4-2-13,2,1.0,4.0,2,13,8,3,100,0.31,0.04624932431938871,51.11
1-11-11-3-40,1,11.0,11.0,3,40,40,22,300,0.31,0.026702059845637376,48.28
2-6-7-3-15,2,6.0,7.0,3,15,11,10,100,0.31,0.04624932431938871,46.85
2-8-10-3-27,2,8.0,10.0,3,27,12,1,100,0.31,0.04624932431938871,42.72
3-4-9-3-34,3,4.0,9.0,3,34,20,11,300,0.31,0.026702059845637376,51.98333333333333
2-7-8-2-34,2,7.0,8.0,2,34,21,4,200,0.31,0.032703210851535665,47.285
3-0-11-3-11,3,0.0,11.0,3,11,4,5,100,0.31,0.04624932431938871,51.7
3-7-13-2-14,3,7.0,13.0,2,14,8,5,100,0.31,0.04624932431938871,45.42
2-3-13-2-28,2,3.0,13.0,2,28,25,5,100,0.31,0.04624932431938871,48.65
3-0-12-4-17,3,0.0,12.0,4,17,14,5,100,0.31,0.04624932431938871,47.77
3-6-12-4-24,3,6.0,12.0,4,24,11,1,100,0.31,0.04624932431938871,48.03
3-4-8-2-23,3,4.0,8.0,2,23,8,12,100,0.31,0.04624932431938871,48.57
1-4-4-4-33,1,4.0,4.0,4,33,31,12,200,0.31,0.032703210851535665,46.38
2-7-13-3-23,2,7.0,13.0,3,23,21,29,200,0.31,0.032703210851535665,47.57
3-10-12-2-15,3,10.0,12.0,2,15,11,5,100,0.31,0.04624932431938871,48.66
2-4-8-2-42,2,4.0,8.0,2,42,29,3,100,0.31,0.04624932431938871,47.25
3-3-8-3-44,3,3.0,8.0,3,44,28,4,100,0.31,0.04624932431938871,48.26
2-2-10-4-38,2,2.0,10.0,4,38,31,2,100,0.31,0.04624932431938871,50.27
2-4-5-3-16,2,4.0,5.0,3,16,12,2,100,0.31,0.04624932431938871,48.97
3-2-12-3-5,3,2.0,12.0,3,5,0,7,100,0.31,0.04624932431938871,48.08
